,"DK","ABE","Auning","Auning","82","-----6--","RL","0901",,"5626N 01023E",
,"DK","ABJ","Kirke Hyllinge","Kirke Hyllinge","85","-----6--","RL","0901",,"5542N 01155E",
,"DK","ABK","Ålebæk","Alebak","81","--3-----","RL","1301",,"5701N 01016E",
,"DK","ABT","Albertslund","Albertslund",,"0-------","RQ","9307",,,
,"DK","ABY","Askeby","Askeby","83","--3-----","RL","0907",,"5531N 01013E",
,"DK","ADN","Arden","Arden",,"--3-----","RL","0101",,,
,"DK","AED","Agedrup","Agedrup","83","--3-----","RL","1401",,"5525N 01030E",
,"DK","AEY","Aalestrup","Aalestrup",,"-23-----","AF","9606",,,
,"DK","AGD","Agerbæk","Agerbak","83","--3-----","RL","1301",,"5536N 00848E",
,"DK","AGE","Allinge","Allinge",,"1-3-----","RL","0701",,"5516N 01448E",
,"DK","AGH","Agger Havn","Agger Havn",,"1-3-----","AF","9606",,,
,"DK","AGO","Agersø","Agerso",,"1-------","AI","9812",,,
,"DK","AGR","Agerskov","Agerskov","82","--3-----","RL","0907",,"5625N 00919E",
,"DK","AHJ","Åbyhøj/Århus","Abyhoj/Arhus",,"-23-----","RL","0607",,"5608N 01010E",
,"DK","AK3","Åkirkeby","Akirkeby","84","1-3-----","RL","1401",,"5504N 01456E",
,"DK","ALL","Allerod","Allerod","84","--3-----","RL","1601",,"5552N 01223E",
,"DK","ALM","Almind","Almind","82","--3-----","RL","0907",,"5622N 00924E",
,"DK","ALN","Allingåbro","Allingabro",,"--3-----","RQ","9501",,,
,"DK","ALS","Ålsgårde","Alsgarde","84","-23-----","RL","0907",,"5605N 01233E",
,"DK","ALV","Allerslev","Allerslev","85","--3-----","RL","0907",,"5505N 01203E",
,"DK","ANB","Ans by","Ans by",,"--3-----","RQ","9705",,,
,"DK","ANH","Anholt","Anholt",,"1-------","AI","9704",,,
,"DK","ANS","Ansager","Ansager",,"--3-----","RQ","9501",,,
,"DK","ARD","Årosund","Arosund",,"1-------","AI","0212",,"5515N 00943E",
,"DK","ARK","Ærøskøbing","Aroskobing",,"1-------","RQ","9402",,,
,"DK","ARL","Årslev","Arslev","83","-23-----","RL","0907",,"5518N 01029E",
,"DK","ARO","Åro","Aro","83","1-------","AI","1301",,"5516N 00945E",
,"DK","ARR","Arre","Arre",,"-----6--","RL","0901",,"5534N 00840E",
,"DK","ASA","Asaa","Asaa",,"1-3-----","RL","0307",,"5709N 01025E",
,"DK","ASE","Asperup","Asperup","83","--3-----","RL","0907",,"5529N 00955E",
,"DK","ASH","Aggersund","Aggersund",,"1-------","RQ","9402",,,
,"DK","ASK","Askø","Asko",,"1-------","AI","9812",,,
,"DK","ASN","Assens","Assens",,"12------","AF","9606",,,
,"DK","ASP","Allestrup","Allestrup",,"--3-----","RL","0201",,"5627N 01024E",
,"DK","ASS","Asnæs","Asnas",,"--3-----","RQ","0101",,,
,"DK","ASV","Asnæsværkets Havn","Asnasvarkets Havn",,"1-------","AI","9704",,,
,"DK","AUB","Augustenborg","Augustenborg",,"1-------","AI","9704",,,
,"DK","AVE","Avedøreværkets Havn","Avedorevarkets Havn",,"1-------","RQ","9402",,,
,"DK","AVK","Avernak By","Avernak By",,"1-------","AI","0212",,"5502N 01016E",
,"DK","AVL","Avlum","Avlum","82","--3-----","RL","1301",,"5615N 00847E",
,"DK","AVN","Avernakke Havn","Avernakke Havn","83","1-------","RQ","1001",,"5518N 01047E",
,"DK","AYB","Åbybro","Abybro",,"--3-----","RL","0212",,"5709N 00945E",
,"DK","AZS","Aars","Aars",,"--3-----","AF","9606",,,
,"DK","BAG","Bagenkop","Bagenkop",,"1-------","AI","9704",,,
,"DK","BAL","Ballen","Ballen",,"1-------","RL","0901",,"5549N 01039E",
,"DK","BBG","Bøvlingbjerg","Bovlingbjerg",,"1-3-----","RL","0601",,"5626N 00812E",
,"DK","BBY","Brobyvark","Brobyvark","83","-23-----","RL","1301",,"5514N 01015E",
,"DK","BDD","Bedsted","Bedsted","83","--3-----","RL","1301",,"5503N 00906E",
,"DK","BDE","Branderup","Branderup",,"--3-----","RQ","0607",,"5507N 00904E",
,"DK","BDG","Bording","Bording",,"--3-----","RQ","9501",,,
,"DK","BDX","Bandholm","Bandholm",,"1-------","AI","9704",,,
,"DK","BDY","Brody","Brody",,"0-------","RQ","9705",,,
,"DK","BED","Beder","Beder","82","--3-----","RL","1301",,"5604N 01013E",
,"DK","BEL","Bellinge","Bellinge",,"0-------","RQ","9307",,,
,"DK","BES","Bedsted","Bedsted","81","--3-----","RQ","0907",,"5649N 00825E",
,"DK","BEV","Bevtoft","Bevtoft",,"--3-----","RQ","0907",,"5512N 00913E",
,"DK","BGO","Baagø","Baago",,"1-------","AI","9812",,,
,"DK","BGR","Brejning","Brejning","83","-----6--","RL","1307",,"5540N 00941E",
,"DK","BGS","Bagsværd","Bagsvard",,"0-------","RQ","9307",,,
,"DK","BGZ","Bogense","Bogense",,"1-3-----","RL","0701",,"5534N 01005E",
,"DK","BHL","Bornholm","Bornholm","84","--3-----","RL","1601",,"5508N 01455E",
,"DK","BID","Bindslev","Bindslev",,"--3-----","RQ","9705",,,
,"DK","BIL","Billum","Billum",,"--3-----","RQ","0907",,"5537N 00820E",
,"DK","BIR","Birkerod","Birkerod",,"--3-----","RL","0212",,"5550N 01226E",
,"DK","BJB","Bjerringbro","Bjerringbro",,"--3-----","RQ","9501",,,
,"DK","BJE","Bjert Strand","Bjert Strand",,"--3-----","RL","0201",,"5526N 00936E",
,"DK","BJR","Bjert","Bjert","83","--3-----","RL","1707",,"5525N 00936E",
,"DK","BKH","Blokhus","Blokhus",,"--3-----","RL","0201",,"5715N 00935E",
,"DK","BKK","Bække","Bakke",,"--3-----","RL","0907",,"5534N 00909E",
,"DK","BKM","Bækmarksbro","Bakmarksbro","82","-23-----","RL","0907",,"5625N 00819E",
,"DK","BKP","Borkop","Borkop",,"--3-----","RL","0307",,"5538N 00938E",
,"DK","BKT","Birket","Birket","85","--3-----","RL","1601",,"5454N 01121E",
,"DK","BLA","Blavand","Blavand",,"1----6--","RL","0901",,"5533N 00808E",
,"DK","BLB","Ballebro","Ballebro",,"1-------","AI","9812",,,
,"DK","BLE","Balle","Balle",,"--3-----","RQ","0907",,"5618N 01016E",
,"DK","BLG","Balling","Balling",,"--3-----","RQ","9705",,,
,"DK","BLL","Billund","Billund",,"---4----","AI","9601",,,
,"DK","BLN","Blans","Blans",,"0-------","RQ","9307",,,
,"DK","BLP","Ballerup","Ballerup",,"--3-----","RQ","9705",,,
,"DK","BLU","Baelum","Baelum",,"1-3--6--","RL","0601",,"5649N 01006E",
,"DK","BMG","Bramming","Bramming",,"-23-----","RQ","9705",,,
,"DK","BML","Blommenslyst","Blommenslyst",,"--3-----","RL","0901",,"5523N 01016E",
,"DK","BOE","Boeslunde","Boeslunde",,"--3-----","RQ","0907",,"5518N 01117E",
,"DK","BOG","Bogo By","Bogo By",,"1-------","AI","0212",,"5456N 01203E",
,"DK","BOL","Bolderslev","Bolderslev",,"--3-----","RQ","0907",,"5459N 00918E",
,"DK","BOR","Borup","Borup",,"--3-----","RQ","9501",,,
,"DK","BOS","Bøjden","Bojden",,"1-3-----","RL","0701",,"5506N 01005E",
,"DK","BOY","Broby Overdrev","Broby Overdrev",,"--3--6--","RL","0701",,"5524N 01136E",
,"DK","BRA","Brande","Brande",,"--3-----","RQ","9501",,,
,"DK","BRB","Brabrand","Brabrand",,"1-------","RQ","9307",,,
,"DK","BRD","Bredsten","Bredsten",,"--3-----","RQ","9501",,"5542N 00922E",
,"DK","BRE","Bredebro","Bredebro",,"--3-----","RQ","9501",,,
,"DK","BRG","Broager","Broager",,"--3-----","RQ","0907",,"5453N 00941E",
,"DK","BRH","Branden Havn","Branden Havn",,"1-------","AI","9704",,,
,"DK","BRK","Birkum","Birkum",,"--3--6--","RL","1207",,"5520N 01031E",
,"DK","BRL","Branderslev","Branderslev",,"--3-----","RL","0901",,"5452N 01108E",
,"DK","BRN","Bronshoj","Bronshoj",,"--3-----","RQ","0907",,"5542N 01231E",
,"DK","BRO","Brønderslev","Bronderslev","81","-23-----","RL","1301",,"5716N 00957E",
,"DK","BRP","Brørup","Brorup",,"--3-----","RQ","9501",,,
,"DK","BRR","Borre","Borre",,"--3-----","RQ","0907",,"5538N 00818E",
,"DK","BRS","Burso","Burso","85","-----6--","RQ","1007",,"5444N 01130E",
,"DK","BRT","Brovst","Brovst",,"--3-----","RL","9806",,,
,"DK","BRU","Brenderup, Ejby","Brenderup, Ejby",,"--3-----","RQ","0607",,"5528N 00958E",
,"DK","BRV","Brandelev","Brandelev",,"--3-----","RQ","0907",,"5513N 01153E",
,"DK","BRY","Brøndby","Brondby",,"0-------","RQ","9307",,,
,"DK","BST","Brondby Strand","Brondby Strand",,"--3-----","RQ","0907",,"5537N 01221E",
,"DK","BSU","Braedstrup","Braedstrup",,"--3-----","RL","0701",,"5558N 00936E",
,"DK","BTP","Bostrup","Bostrup",,"0-------","RQ","9307",,,
,"DK","BUP","Broderup","Broderup",,"--3-----","RL","0201",,"5453N 00915E",
,"DK","BYL","Bylderup","Bylderup",,"--3-----","RQ","9705",,,
,"DK","CNL","Sindal","Sindal",,"--3-----","RL","0201",,"5727N 01012E",
,"DK","CPH","København","Kobenhavn","84","12345---","AF","1301",,"5540N 01235E",
,"DK","CSF","Christiansfeld","Christiansfeld",,"--3-----","RL","0201",,"5221N 00929E",
,"DK","CSO","Christiansø Havn","Christianso Havn","84","1-------","AA","1207",,"5519N 01511E",
"=","DK",,"Copenhagen = København","Copenhagen = Kobenhavn",,,,,,,
,"DK","DAL","Dalmose","Dalmose","85","-23-----","RL","1301",,"5517N 01125E",
,"DK","DAN","Cementfabriken Dania","Cementfabriken Dania",,"1-------","AI","9704",,,
,"DK","DAS","Dansk Salts Havn","Dansk Salts Havn",,"1-------","RQ","9402",,,
,"DK","DAU","Daugard","Daugard",,"--3-----","RQ","0907",,"5544N 00943E",
,"DK","DGP","Gadstrup","Gadstrup",,"--3-----","RQ","0901",,"5534N 01206E",
,"DK","DIA","Dianalund","Dianalund","85","-23-----","RL","1301",,"5531N 01129E",
,"DK","DKA","Rodkaersbro","Rodkaersbro","82","--3-----","RL","1601",,"5621N 00931E",
,"DK","DKD","Dokkedal","Dokkedal",,"--3-----","RQ","9501",,,
,"DK","DLB","Dalby","Dalby",,"--3-----","RQ","9705",,,
,"DK","DLD","Dronninglund","Dronninglund","81","--3-----","RL","1301",,"5709N 01017E",
,"DK","DN6","Dannemare","Dannemare","85","1-3-----","RL","1401",,"5445N 01112E",
,"DK","DRA","Dragør","Dragor",,"1-------","RL","8401",,,
,"DK","DRN","Dronningmolle","Dronningmolle",,"--3-----","RQ","0907",,"5606N 01224E",
,"DK","DRO","Dronningborg","Dronningborg",,"--3-----","RL","0901",,"5629N 01005E",
,"DK","DRP","Durup","Durup",,"--3-----","RQ","9705",,,
,"DK","DRS","Drosby","Drosby",,"0-------","RQ","9307",,,
,"DK","DYB","Dybvad","Dybvad",,"--3-----","RQ","0907",,"5717N 01022E",
,"DK","DYS","Dyssegard","Dyssegard",,"1----6--","RL","1201",,"5544N 01232E",
,"DK","EBJ","Esbjerg","Esbjerg",,"1234----","AF","9606",,,
,"DK","EBT","Ebeltoft","Ebeltoft",,"1-------","RQ","9506",,,
,"DK","EDL","Endelave","Endelave",,"1-------","AI","9704",,,
,"DK","EGA","Egå","Ega","82","-23--6--","RL","1301",,"5612N 01015E",
,"DK","EGN","Egense","Egense",,"1-------","AI","0002",,,
,"DK","EGV","Egtved","Egtved",,"--3-----","RL","0201",,"5537N 00918E",
,"DK","EJS","Ejstrup","Ejstrup",,"--3-----","RQ","9705",,,
,"DK","EJY","Ejby","Ejby",,"--3-----","RQ","9501",,,
,"DK","EK4","Eskilstrup","Eskilstrup","85","1-3-----","RL","1401",,"5551N 01138E",
,"DK","END","Egernsund","Egernsund",,"1-3-----","AI","9704",,,
,"DK","ENH","Ebenhausen","Ebenhausen",,"--3-----","RQ","0901",,,
,"DK","ENS","Enstedværket Havn","Enstedvarket Havn",,"1-------","AI","0212",,"5501N 00926E",
,"DK","ENV","Engesvang","Engesvang",,"--3-----","RQ","9501",,,
,"DK","EOT","Styrtom","Styrtom",,"1-------","RL","1201",,"5501N 00926E",
,"DK","ERR","Errindlev","Errindlev",,"--3-----","RQ","0907",,"5440N 01130E",
,"DK","ERS","Erslev","Erslev",,"--3-----","RQ","0907",,"5622N 01005E",
,"DK","ESK","Eskebjerg","Eskebjerg",,"--3-----","RQ","0907",,"5543N 01119E",
,"DK","ESP","Espergærde","Espergarde","84","--3-----","RL","1301",,"5559N 01234E",
,"DK","ETH","Ejstrupholm","Ejstrupholm","83","--3-----","RL","0901",,"5559N 00917E",
,"DK","FAA","Faaborg","Faaborg",,"1-------","RL","8401",,,
,"DK","FAK","Fakse Ladeplads Havn","Fakse Ladeplads Havn",,"1-------","AI","9704",,,
,"DK","FBG","Frederiksberg","Frederiksberg",,"--3-----","RQ","9501",,,
,"DK","FDH","Frederikshavn","Frederikshavn",,"12------","AF","9606",,,
,"DK","FDS","Frederikssund","Frederikssund","84","123-----","AF","1301",,"5550N 01204E","Frederiksund"
,"DK","FDV","Frederiksværk","Frederiksvark",,"12------","AF","9606",,,
,"DK","FEJ","Fejø","Fejo",,"1-------","AI","9704",,,
,"DK","FER","Ferritslev","Ferritslev",,"1-3-----","RL","0601",,"5518N 01035E",
,"DK","FGS","Feggesund","Feggesund",,"1-------","AI","9812",,,
,"DK","FJE","Fjenneslev","Fjenneslev",,"--3-----","RQ","0907",,"5526N 01140E",
,"DK","FJV","Fjerritslev","Fjerritslev",,"--3-----","RQ","9705",,,
,"DK","FMK","Fensmark","Fensmark","85","--3-----","RL","1601",,"5517N 01149E",
,"DK","FMM","Flemming","Flemming",,"--3-----","RQ","0907",,"5552N 00940E",
,"DK","FMO","Femø","Femo",,"1-------","AI","9812",,,
,"DK","FNS","Fornæs","Fornas",,"--3-----","RQ","9811",,,
,"DK","FOL","Follenslev","Follenslev",,"--3-----","RQ","0907",,"5543N 01122E",
,"DK","FOV","Fovling","Fovling",,"--3-----","RQ","0907",,"5556N 00938E",
,"DK","FRA","Fraugde","Fraugde","83","--3-----","RL","1301",,"5521N 01029E",
,"DK","FRC","Fredericia","Fredericia",,"12--5---","AF","9606",,,
,"DK","FRE","Fredensborg","Fredensborg",,"-23-----","AF","9606",,,
,"DK","FRK","Føvling","Fovling","83","1-3-----","RL","1401",,"5527N 00857E",
,"DK","FRM","Farum","Farum",,"--3-----","RQ","9705",,,
,"DK","FRO","Frorup","Frorup",,"--3-----","RQ","0907",,"5522N 00924E",
,"DK","FRS","Frostrup","Frostrup",,"--3-----","RQ","0907",,"5544N 00825E",
,"DK","FSO","Farsø","Farso",,"--3-----","RQ","9705",,,
,"DK","FUG","Fuglebjerg","Fuglebjerg","85","--3-----","RL","1301",,"5518N 01132E",
,"DK","FUH","Fur","Fur",,"1-------","AI","9704",,,
,"DK","FUP","Faarup","Faarup",,"--3-----","RQ","9705",,,
,"DK","FVG","Faarvang","Faarvang",,"--3-----","RQ","9705",,,
,"DK","FVJ","Faarevejle","Faarevejle",,"--3-----","RQ","9705",,,
,"DK","FYH","Fynshav","Fynshav",,"1-3-----","AI","0207",,"5458N 00958E",
,"DK","GAN","Gandrup","Gandrup",,"--3-----","RQ","0907",,"5644N 00950E",
,"DK","GBJ","Gadbjerg","Gadbjerg",,"-23-----","RL","0701",,"5546N 00919E",
,"DK","GBY","Gamby","Gamby",,"0-------","RQ","9307",,,
,"DK","GDB","Guldborg","Guldborg",,"--3-----","RQ","0907",,"5452N 01145E",
,"DK","GDM","Gudhjem","Gudhjem",,"1-3-----","RL","0701",,"5513N 01458E",
,"DK","GDS","Gedsted","Gedsted",,"--3-----","RQ","9705",,,
,"DK","GDV","Gedved","Gedved","82","--3-----","RL","1301",,"5556N 00950E",
,"DK","GED","Gedser","Gedser",,"12------","RL","8401",,,
,"DK","GES","Gesten","Gesten",,"--3-----","RQ","0907",,"5531N 00912E",
,"DK","GFE","Gentofte","Gentofte","84","--3-----","RL","1601",,"5545N 01233E",
,"DK","GFH","Gulfhavn","Gulfhavn",,"1-------","AI","9704",,,
,"DK","GIL","Gislev","Gislev",,"--3-----","RQ","0907",,"5513N 01037E",
,"DK","GIS","Gislinge","Gislinge",,"-23-----","RL","0701",,"5544N 01132E",
,"DK","GIV","Give","Give",,"--3-----","RQ","9501",,,
,"DK","GJN","Gjern","Gjern",,"--3-----","RQ","9705",,,
,"DK","GJR","Gjerlev","Gjerlev",,"--3-----","RQ","9705",,,
,"DK","GJS","Gjessing","Gjessing",,"0-------","RQ","9307",,,
,"DK","GLB","Glejbjerg Stationsby","Glejbjerg Stationsby","83","--3-----","RL","1301",,"5534N 00850E",
,"DK","GLD","Gelsted","Gelsted",,"--3-----","RL","0201",,"5524N 00957E",
,"DK","GLE","Gilleleje","Gilleleje",,"--3-----","RL","9811",,,
,"DK","GLJ","Glejbjerg","Glejbjerg","83","--3-----","RL","1301",,"5533N 00850E",
,"DK","GLM","Glamsbjerg","Glamsbjerg",,"--3-----","RQ","9501",,,
,"DK","GLO","Ganløse","Ganlose","84","--3-----","RL","1401",,"5547N 01216E",
,"DK","GLS","Glostrup","Glostrup",,"--3-----","RQ","9501",,,
,"DK","GLT","Galten","Galten",,"--3-----","RQ","9501",,,
,"DK","GLU","Glumso","Glumso",,"--3-----","RQ","0907",,"5521N 01142E",
,"DK","GLV","Gørlev","Gorlev","85","--3-----","RL","1301",,"5532N 01113E",
,"DK","GLX","Gladsaxe","Gladsaxe","84","--3-----","RL","1601",,"5544N 01229E",
,"DK","GLY","Glyngøre","Glyngore",,"1-------","RL","8401",,,
,"DK","GNN","Grønninghoved","Gronninghoved",,"--3-----","RQ","0901",,"5514N 00956E",
,"DK","GRA","Gråsten","Grasten",,"1-------","AI","9704",,,
,"DK","GRD","Gredstedbro","Gredstedbro",,"--3-----","RQ","9501",,,
,"DK","GRE","Grenaa","Grenaa",,"123-----","AF","9606",,,
,"DK","GRG","Gording","Gording",,"--3-----","RL","0212",,"5529N 00848E",
,"DK","GRI","Grimstrup","Grimstrup",,"--3-----","RQ","9501",,,
,"DK","GRL","Gørløse","Gorlose",,"--3-----","RL","0901",,"5553N 01212E",
,"DK","GRM","Gram","Gram","83","--3-----","RL","0901",,"5517N 00920E",
,"DK","GRN","Grindsted","Grindsted",,"--3-----","RQ","9501",,,
,"DK","GRO","Gronhoj","Gronhoj","81","--3-----","RL","1707",,"5719N 00940E",
,"DK","GRS","Græsted","Grasted",,"--3-----","RL","0212",,"5604N 01217E",
,"DK","GRV","Greve","Greve",,"--3-----","RL","0201",,"5535N 01214E",
,"DK","GSP","Gistrup","Gistrup","81","--3--6--","RL","1301",,"5659N 00959E",
,"DK","GTS","Glatved Strand","Glatved Strand","82","1-------","RL","0901",,"5618N 10519E",
,"DK","GUD","Gudbjerg","Gudbjerg",,"--3-----","RQ","9501",,,
,"DK","GUM","Gudme","Gudme",,"--3-----","RQ","0907",,"5509N 01043E",
,"DK","GVS","Grævinge","Gravinge","85","-23-----","RL","1301",,"5548N 01133E",
,"DK","HAA","Hårlev","Harlev","85","-23-----","RL","1301",,"5520N 01214E",
,"DK","HAD","Haderslev","Haderslev",,"1-------","AI","9704",,,
,"DK","HAN","Hanstholm","Hanstholm",,"1-3-----","AI","9704",,,
,"DK","HAP","Havdrup","Havdrup","85","-2------","RL","1301",,"5532N 01206E",
,"DK","HAR","Harpelunde","Harpelunde",,"--3-----","RQ","0907",,"5453N 01106E",
,"DK","HAS","Hals","Hals",,"1-------","AI","0201",,,
,"DK","HAU","Harndrup","Harndrup",,"--3-----","RQ","0907",,"5528N 01002E",
,"DK","HAV","Havndal","Havndal",,"--3-----","RQ","0907",,"5639N 01012E",
,"DK","HBA","Humlebæk","Humlebak",,"123-----","RL","0701",,"5558N 01231E",
,"DK","HBG","Houborg","Houborg",,"0-------","RQ","9307",,,
,"DK","HBK","Holbæk","Holbak",,"1-------","AI","9704",,,
,"DK","HBL","Humble","Humble",,"--3-----","RL","0901",,"5450N 01042E",
,"DK","HBO","Hobro","Hobro",,"1-------","AI","9704",,,
,"DK","HBR","Harboør","Harboor",,"-23-----","RL","0207",,"5637N 00811E",
,"DK","HBY","Haarby","Haarby",,"0-------","RQ","9307",,,
,"DK","HDH","Hardeshøj","Hardeshoj",,"1-------","AI","9812",,,
,"DK","HDP","Haderup","Haderup","82","--3-----","RL","1301",,"5623N 00859E",
,"DK","HDS","Hadsten","Hadsten",,"--3-----","RQ","9501",,,
,"DK","HED","Hedensted","Hedensted",,"--3-----","RQ","9501",,,
,"DK","HEJ","Hejls","Hejls","83","1-------","RL","1401",,"5523N 00936E",
,"DK","HEL","Helsinge","Helsinge",,"--3-----","RQ","0101",,,
,"DK","HEM","Hemmet","Hemmet",,"--3-----","RQ","0907",,"5551N 00823E",
,"DK","HEN","Henne","Henne",,"--3-----","RQ","0907",,"5544N 00815E",
,"DK","HER","Herning","Herning",,"1-------","RL","8401",,,
,"DK","HEU","Herlufmagle","Herlufmagle",,"--3-----","RQ","0907",,"5519N 01146E",
,"DK","HFE","Herfølge","Herfolge",,"--3-----","RL","0004",,,
,"DK","HGL","Hogelund","Hogelund",,"--3-----","RL","0212",,"5512N 00921E",
,"DK","HHM","Hørsholm","Horsholm",,"--3-----","RL","9811",,,
,"DK","HHS","Hedehusene","Hedehusene","84","--3-----","RL","1607",,"5539N 12120E",
,"DK","HHV","Hammerhavn","Hammerhavn",,"1-------","RL","0901",,"5517N 01445E",
,"DK","HIL","Hillerod","Hillerod",,"--3-----","RL","0212",,"5556N 01219E",
,"DK","HIR","Hirtshals","Hirtshals",,"1-------","AI","9704",,,
,"DK","HJ3","Højby","Hojby","85","1-3-----","RL","1401",,"5520N 01027E",
,"DK","HJA","Hjallerup","Hjallerup","81","--3-----","RL","1401",,"5710N 01009E",
,"DK","HJB","Højbjerg","Hojbjerg",,"0-------","RQ","0201",,,
,"DK","HJE","Højer","Hojer",,"--3-----","RQ","9705",,,
,"DK","HJG","Hjørring","Hjorring","81","--3-----","RL","1301",,"5727N 00959E",
,"DK","HJM","Hjerm","Hjerm","82","--3-----","RL","1301",,"5626N 00838E",
,"DK","HJN","Hejnsvig","Hejnsvig",,"--3-----","RQ","0907",,"5541N 00859E",
,"DK","HJT","Hjerting","Hjerting",,"1-3-----","RL","0307",,"5531N 00822E",
,"DK","HKV","Halsskov","Halsskov",,"--3-----","RL","9811",,,
,"DK","HLE","Hellested","Hellested",,"--3-----","RQ","9501",,,
,"DK","HLG","Hesselager","Hesselager",,"--3-----","RQ","0907",,"5510N 01045E",
,"DK","HLM","Holmegaard","Holmegaard","85","--3-----","RL","1707",,"5516N 01150E",
,"DK","HLS","Helsingør","Helsingor",,"12------","AF","9606",,,
,"DK","HLV","Harlev","Harlev","82","--3-----","RL","1301",,"5608N 00959E",
,"DK","HME","Hammel","Hammel",,"--3-----","RQ","9501",,,
,"DK","HNB","Havneby","Havneby",,"1-------","AI","9704",,,
,"DK","HND","Hundslund","Hundslund",,"--3-----","RQ","0907",,"5555N 01004E",
,"DK","HNG","Høng","Hong","85","--3-----","RL","1301",,"5531N 01117E",
,"DK","HNN","Hinnerup","Hinnerup",,"-2------","RQ","9705",,,
,"DK","HNS","Hornslet","Hornslet",,"--3-----","RQ","0901",,"5619N 01020E",
,"DK","HOB","Horbelev","Horbelev",,"--3-----","RQ","0907",,"5449N 01204E",
,"DK","HOE","Holte","Holte",,"--3-----","QQ","0212",,,
,"DK","HOH","Hou Havn","Hou Havn",,"1-------","AI","9704",,,
,"DK","HOJ","Hojslev","Hojslev",,"--3-----","RQ","0907",,"5635N 00909E",
,"DK","HOL","Holeby","Holeby",,"--3-----","RQ","9501",,,
,"DK","HOM","Holmegård","Holmegard",,"--3-----","RQ","0901",,"5515N 01155E",
,"DK","HON","Hornbæk","Hornbak",,"--3-----","RQ","0901",,,
,"DK","HOO","Holme-Olstrup","Holme-Olstrup","85","-2------","RL","1301",,"5515N 01150E",
,"DK","HOR","Horsens","Horsens",,"1-------","AI","9704",,,
,"DK","HOS","Horslunde","Horslunde",,"--3-----","RQ","0907",,"5454N 01114E",
,"DK","HOV","Hovedgård","Hovedgard","82","-23-----","RL","1301",,"5557N 00958E",
,"DK","HPN","Hampen","Hampen",,"-----6--","RL","0601",,"5601N 00921E",
,"DK","HRE","Hørve","Horve",,"--3-----","RL","0901",,"5545N 01128E",
,"DK","HRN","Hørning","Horning",,"--3-----","RQ","9501",,,
,"DK","HRP","Hellerup","Hellerup",,"--3-----","RL","0002",,,
,"DK","HRS","Herskind","Herskind",,"--3-----","RQ","0901",,,
,"DK","HRU","Hørup","Horup",,"--3-----","RL","0002",,,
,"DK","HRV","Herlev","Herlev",,"--3-----","RQ","9705",,,
,"DK","HSB","Holstebro","Holstebro",,"1-------","RL","8401",,,
,"DK","HSD","Høve Strand","Hove Strand","85","--3-----","RL","1301",,"5550N 01129E",
,"DK","HSE","Hunseby","Hunseby",,"--3-----","RQ","0901",,,
,"DK","HSL","Hasle","Hasle",,"1-------","AI","9704",,,
,"DK","HSS","Hasselager","Hasselager",,"0-------","RQ","9307",,,
,"DK","HST","Holsted","Holsted",,"--3-----","RQ","9705",,,
,"DK","HSU","Hadsund","Hadsund","81","1-3-----","AI","1301",,"5643N 01006E",
,"DK","HSV","Haslev","Haslev",,"-23-----","AF","9606",,,
